hcpcs,service,mue_value,mai,rationale,effective_date,source
26115,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26116,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26117,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26118,practitioner,1,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26121,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26123,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26125,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26130,practitioner,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26135,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26140,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26145,practitioner,6,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26160,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26170,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26180,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26185,practitioner,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26200,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26205,practitioner,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26210,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26215,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26230,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26235,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26236,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26250,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26260,practitioner,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26262,practitioner,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26320,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26340,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26341,practitioner,2,3,Anatomic Consideration,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26350,practitioner,6,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26352,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26356,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26357,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26358,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26370,practitioner,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26372,practitioner,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26373,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26390,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26392,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26410,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26412,practitioner,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26415,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26416,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26418,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26420,practitioner,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26426,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26428,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26432,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26433,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26434,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26437,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26440,practitioner,6,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26442,practitioner,5,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26445,practitioner,5,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26449,practitioner,5,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26450,practitioner,6,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26455,practitioner,6,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26460,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26471,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26474,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26476,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26477,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26478,practitioner,6,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26479,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26480,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26483,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26485,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26489,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26490,practitioner,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26492,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26494,practitioner,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26496,practitioner,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26497,practitioner,2,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26498,practitioner,1,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26499,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26500,practitioner,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26502,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26508,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26510,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26516,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26517,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26518,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26520,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26525,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26530,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26531,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26535,practitioner,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26536,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26540,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26541,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26542,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26545,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26546,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26548,practitioner,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26550,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26551,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26553,practitioner,1,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26554,practitioner,1,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26555,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26556,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26560,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26561,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26562,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26565,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26567,practitioner,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26568,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26580,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26587,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26590,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26591,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26593,practitioner,8,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26596,practitioner,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26600,practitioner,2,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26605,practitioner,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26607,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26608,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26615,practitioner,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26641,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26645,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26650,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26665,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26670,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26675,practitioner,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26676,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26685,practitioner,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26686,practitioner,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26700,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26705,practitioner,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26706,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26715,practitioner,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26720,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26725,practitioner,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26727,practitioner,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26735,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26740,practitioner,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26742,practitioner,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26746,practitioner,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26750,practitioner,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26755,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26756,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26765,practitioner,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26770,practitioner,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26775,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26776,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26785,practitioner,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26820,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26841,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26842,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26843,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26844,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26850,practitioner,5,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26852,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26860,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26861,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26862,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26863,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26910,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26951,practitioner,8,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26952,practitioner,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26989,practitioner,1,3,Clinical: CMS Workgroup,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26990,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26991,practitioner,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
26992,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27000,practitioner,1,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27001,practitioner,1,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27003,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27005,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27006,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27025,practitioner,1,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27027,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27030,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27033,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27035,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27036,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27040,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27041,practitioner,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27043,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27045,practitioner,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27047,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27048,practitioner,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27049,practitioner,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27050,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27052,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27054,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27057,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27059,practitioner,1,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27060,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27062,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27065,practitioner,1,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27066,practitioner,1,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27067,practitioner,1,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27070,practitioner,1,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27071,practitioner,1,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27075,practitioner,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27076,practitioner,1,2,Anatomic Consideration,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27077,practitioner,1,2,Anatomic Consideration,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27078,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27080,practitioner,1,2,Anatomic Consideration,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27086,practitioner,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27087,practitioner,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27090,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27091,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27093,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27095,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27096,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27097,practitioner,1,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27098,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27100,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27105,practitioner,1,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27110,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27111,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27120,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27122,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27125,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27130,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27132,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27134,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27137,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27138,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27140,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27146,practitioner,1,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27147,practitioner,1,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27151,practitioner,1,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27156,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27158,practitioner,1,2,Anatomic Consideration,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27161,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27165,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27170,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27175,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27176,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27177,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27178,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27179,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27181,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27185,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27187,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27197,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27198,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27200,practitioner,1,2,Anatomic Consideration,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27202,practitioner,1,2,Anatomic Consideration,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27215,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27216,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27217,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27218,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27220,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27222,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27226,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27227,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27228,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27230,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27232,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27235,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27236,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27238,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27240,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27244,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27245,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
27246,practitioner,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
