col1,col2,modifier_indicator,service,effective_date,source
0491U,G0463,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,0174U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,0229U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,0317U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,0338U,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,36591,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,36592,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,80503,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,80504,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,80505,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81120,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81121,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81162,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81163,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81164,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81165,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81166,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81167,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81201,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81202,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81203,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81209,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81210,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81212,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81215,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81216,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81217,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81235,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81272,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81273,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81275,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81276,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81287,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81288,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81292,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81293,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81294,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81295,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81296,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81297,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81298,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81299,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81300,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81301,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81307,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81308,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81309,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81311,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81313,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81314,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81317,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81318,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81319,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81321,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81322,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81323,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81327,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81345,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81400,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81401,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81402,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81403,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81404,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81405,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81406,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81407,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81408,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81457,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81458,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81462,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,81463,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,88271,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,88272,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,88273,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,88274,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,88275,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,88291,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,88365,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,88366,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,88367,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,88368,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,88374,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,88377,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,G0327,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,G0452,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0492U,G0463,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0493U,0319U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0493U,36591,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0493U,36592,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0493U,80503,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0493U,80504,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0493U,80505,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0493U,84311,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0493U,88271,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0493U,88272,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0493U,88273,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0493U,88274,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0493U,88275,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0493U,88291,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0493U,88365,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0493U,88366,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0493U,88367,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0493U,88368,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0493U,88374,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0493U,88377,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0493U,96523,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0493U,G0452,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0493U,G0463,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0494U,0001U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0494U,0084U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0494U,0246U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0494U,36591,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0494U,36592,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0494U,80055,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0494U,80081,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0494U,80503,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0494U,80504,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0494U,80505,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0494U,86901,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0494U,86906,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0494U,88291,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0494U,96523,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0494U,G0452,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0494U,G0463,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0495U,36591,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0495U,36592,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0495U,80503,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0495U,80504,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0495U,80505,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0495U,96523,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,0069U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,0091U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,0229U,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,0368U,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,0453U,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,36591,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,36592,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,80503,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,80504,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,80505,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,81288,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,81295,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,81296,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,81297,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,81299,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,81300,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,81301,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,81309,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,81311,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,81327,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,81417,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,84311,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,88271,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,88272,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,88273,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,88274,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,88275,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,88291,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,88365,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,88366,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,88367,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,88368,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,88374,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,88377,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,96523,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,G0452,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0496U,G0463,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,0005U,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,0228U,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,0239U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,0244U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,0339U,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,0340U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,0343U,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,0359U,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,36591,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,36592,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,80503,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,80504,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,80505,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,81427,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,81445,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,81449,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,81455,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,81456,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,81539,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,81551,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,84311,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,88271,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,88272,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,88273,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,88274,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,88275,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,88291,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,88365,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,88366,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,88367,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,96523,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0497U,G0452,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0498U,0069U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0498U,0091U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0498U,0229U,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0498U,0307U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0498U,0368U,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0498U,0421U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0498U,0453U,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0498U,0464U,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0498U,36591,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0498U,36592,0,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0498U,80503,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0498U,80504,1,practitioner,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
