ccn,provider_name,address,city,state,zip,county,ownership,certification_date,source,source_date
14T258,ALEXIAN BROTHERS MEDICAL CENTER,800 W BIESTERFIELD RD -,ELK GROVE VILLAGE,IL,60007,Cook,Non-profit,01/01/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14TA13,GREATER PEORIA SPECIALTY HOSPITAL,500 W ROMEO B GARRETT AVENUE -,PEORIA,IL,61605,Peoria,Non-profit,09/01/2022,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14TA15,"RUSH SPECIALTY HOSPITAL, LLC",516 S LOOMIS ST -,CHICAGO,IL,60607,Cook,For profit,12/01/2024,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
153025,ENCOMPASS HEALTH DEACONESS REHABILITATION HOSPITAL,9355 WARRICK TRAIL -,NEWBURGH,IN,47630,Warrick,For profit,06/08/1989,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
153028,REHABILITATION HOSPITAL OF INDIANA INC,4141 SHORE DR -,INDIANAPOLIS,IN,46254,Marion,Non-profit,02/10/1992,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
153030,SELECT MEDICAL REHABILITATION HOSPITAL AT LUTHERAN,7970 W JEFFERSON BLVD -,FORT WAYNE,IN,46804,Allen,For profit,11/22/1993,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
153042,LAFAYETTE REGIONAL REHABILITATION HOSPITAL,950 PARK EAST BLVD -,LAFAYETTE,IN,47905,Tippecanoe,For profit,04/18/2013,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
153043,COMMUNITY HEALTH NETWORK REHABILITATION HOSPITAL,7343 CLEARVISTA DRIVE -,INDIANAPOLIS,IN,46256,Marion,For profit,07/16/2013,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
153044,COMMUNITY HEALTH NETWORK REHABILITATION HOSP SO,607 SOUTH GREENWOOD SPRINGS DRIVE -,GREENWOOD,IN,46143,Johnson,For profit,09/18/2018,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
153045,POWERS HEALTH REHABILITATION CENTER,10215 BROADWAY AVENUE -,CROWN POINT,IN,46307,Lake,Non-profit,08/30/2019,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
153046,PAM HEALTH REHABILITATION HOSPITAL OF GREATER INDI,2101 BROADWAY STREET -,CLARKSVILLE,IN,47129,Clark,For profit,04/16/2020,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
153047,"REHABILITATION HOSPITAL OF NORTHERN INDIANA, LLC",4807 EDISON LAKES PARKWAY -,MISHAWAKA,IN,46545,St. Joseph,For profit,05/28/2020,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
153048,"INDIANAPOLIS REHABILITATION HOSPITAL, LLC",1260 CITY CENTER DRIVE -,CARMEL,IN,46032,Hamilton,For profit,03/18/2021,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
153049,BLOOMINGTON REGIONAL REHABILITATION HOSPITAL LLC,3050 N LINTEL DRIVE -,BLOOMINGTON,IN,47404,Monroe,For profit,12/17/2021,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
153050,COMMUNITY REHABILITATION HOSPITAL WEST,8920 E 56TH STREET -,BROWNSBURG,IN,46112,Hendricks,For profit,06/09/2023,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T002,METHODIST NORTHLAKE,600 GRANT ST -,GARY,IN,46402,Lake,Non-profit,01/01/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T008,THE REHABILITATION CENTER AT ST. CATHERINE HOSPITA,4321 FIR STREET -,EAST CHICAGO,IN,46312,Lake,Non-profit,01/01/2002,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T010,ST VINCENT KOKOMO HOSPITAL HEALTH CENTER,1907 SYCAMORE STREET -,KOKOMO,IN,46901,Howard,Non-profit,07/01/2002,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T011,MARION ARU,441 N. WABASH AVENUE -,MARION,IN,46952,Grant,Non-profit,07/01/2005,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T021,PARKVIEW HOSPITAL,2200 RANDALLIA DRIVE -,FORT WAYNE,IN,46805,Allen,Non-profit,01/01/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T023,UNION HOSPITAL,MEDICAL REHABILITATION UNIT 1606 N 7TH ST,TERRE HAUTE,IN,47804,Vigo,Non-profit,09/01/1989,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T034,ST. MARY MEDICAL CENTER INC,1500 S. LAKE PARK AVENUE -,HOBART,IN,46342,Lake,Non-profit,01/01/2001,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T035,PORTER HOSPITAL,3630 WILLOWCREEK RD -,PORTAGE,IN,46368,Porter,For profit,01/01/2009,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T042,GOOD SAMARITAN HOSPITAL,520 SOUTH SEVENTH -,VINCENNES,IN,47591,Knox,Non-profit,01/01/2001,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T046,TERRE HAUTE REGIONAL HOSPITAL,3901 SOUTH 7TH STREET -,TERRE HAUTE,IN,47802,Vigo,For profit,09/01/2006,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T048,REID HOSPITAL AND HEALTH CARE SERVICES,1100 REID PARKWAY -,RICHMOND,IN,47374,Wayne,Non-profit,01/01/2003,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T058,MEMORIAL REGIONAL REHAB CENTER,615 N MICHIGAN ST -,SOUTH BEND,IN,46601,St. Joseph,Non-profit,01/01/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T059,RIVERVIEW HOSPITAL,395 WESTFIELD ROAD -,NOBLESVILLE,IN,46060,Hamilton,Government,01/01/1994,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T061,DAVIESS COMMUNITY HOSPITAL,1314 E WALNUT ST -,WASHINGTON,IN,47501,Daviess,Government,01/01/2011,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T088,BENNETT REHABILITATION CENTER,2015 JACKSON STREET -,ANDERSON,IN,46016,Madison,Non-profit,06/01/1989,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T089,IU HEALTH BALL MEMORIAL HOSP,2401 UNIVERSITY AVE CARDINAL HEALTH SYSTEM,MUNCIE,IN,47303,Delaware,Non-profit,07/01/1986,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T090,FRANCISCAN HEALTH DYER/HAMMOND,5454 HOHMAN AVE -,HAMMOND,IN,46320,Lake,Non-profit,01/01/2002,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T100,ST. VINCENT EVANSVILLE,3700 WASHINGTON AVENUE -,EVANSVILLE,IN,47750,Vanderburgh,Non-profit,07/01/1999,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T109,FRANCISCAN HEALTH LAFAYETTE IRF,1701 S CREASY LANE -,LAFAYETTE,IN,47905,Tippecanoe,Non-profit,01/01/1995,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T115,DEACONESS MEMORIAL MEDICAL CENTER,800 W 9TH ST -,JASPER,IN,47546,Dubois,Non-profit,07/01/2005,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T126,FRANCISCAN ST. ANTHONY HEALTH CROWN POINT,12750 SAINT FRANCIS DRIVE 1201 S. MAIN STREET,CROWN POINT,IN,46307,Lake,Non-profit,01/01/2023,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T162,FRANCISCAN HEALTH INDIANAPOLIS,8111 S EMERSON AVE -,INDIANAPOLIS,IN,46237,Marion,Non-profit,01/01/2012,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
163025,"MERCY REHABILITATION HOSPITAL, LLC",1401 CAMPUS DRIVE -,CLIVE,IA,50325,Dallas,Non-profit,07/24/2018,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
163026,EASTERN IOWA REHABILITATION HOSPITAL LLC,2801 HEARTLAND DRIVE -,CORALVILLE,IA,52241,Johnson,For profit,06/22/2020,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
163027,UNIV OF IOWA HEALTH NETWORK REHAB HOSP,2450 CORAL COURT -,CORALVILLE,IA,52241,Johnson,For profit,07/02/2020,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
16T030,MARY GREELEY MEDICAL CENTER,1111 DUFF AVENUE -,AMES,IA,50010,Story,Government,12/12/2001,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
16T033,GENESIS MEDICAL CENTER,1227 E. RUSHOLME ST -,DAVENPORT,IA,52803,Scott,Non-profit,07/01/1997,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
16T045,ST. LUKES HOSPITAL,1026 A AVENUE NE -,CEDAR RAPIDS,IA,52402,Linn,Non-profit,09/01/1985,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
16T057,SOUTHEAST IOWA REGIONAL MEDICAL CENTER,1221 S. GEAR AVE. -,WEST BURLINGTON,IA,52655,Des Moines,Non-profit,07/01/2006,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
16T064,MERCYONE NORTH IOWA MEDICAL CENTER,1000 4TH ST SW -,MASON CITY,IA,50401,Cerro Gordo,Non-profit,07/01/2002,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
16T067,MERCYONE WATERLOO INPATIENT PHYSICAL REHABILITATIO,3421 WEST NINTH STREET -,WATERLOO,IA,50702,Black Hawk,Non-profit,07/01/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
16T069,MERCYONE DUBUQUE MEDICAL CENTER,250 MERCY DRIVE -,DUBUQUE,IA,52001,Dubuque,Non-profit,07/10/2000,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
16T079,MERCY MEDICAL CENTER - CEDAR RAPIDS,701 TENTH STREET SE -,CEDAR RAPIDS,IA,52403,Linn,Non-profit,07/01/2008,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
16T082,YOUNKER REHABILITATION,1200 PLEASANT ST -,DES MOINES,IA,50309,Polk,Non-profit,01/01/2006,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
16T089,OTTUMWA REGIONAL HEALTH CENTER,1001 PENNSYLVANIA AVENUE -,OTTUMWA,IA,52501,Wapello,For profit,04/01/2006,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
16T110,UNITYPOINT HEALTH ALLEN HOSP,1825 LOGAN AVE -,WATERLOO,IA,50703,Black Hawk,Non-profit,01/01/2012,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
16T117,UNITYPOINT FINLEY HOSPITAL,350 N GRANDVIEW AVE -,DUBUQUE,IA,52001,Dubuque,Non-profit,01/01/2005,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
16T153,MERCY MEDICAL CENTER - SIOUX CITY,"801 5TH STREET 6NW, ROOM 6617",SIOUX CITY,IA,51101,Woodbury,Non-profit,07/01/1994,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
173025,"KANSAS REHABILITATION HOSPITAL, A JOINT VENTURE OF",1504 SW 8TH AVENUE -,TOPEKA,KS,66606,Shawnee,For profit,11/28/1988,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
173026,MIDAMERICA REHABILITATION HOSPITAL,5701 W 110TH STREET -,OVERLAND PARK,KS,66211,Johnson,For profit,06/06/1989,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
173028,"ASCENSION VIA CHRISTI REHABILITATION HOSPITAL, INC",1151 N ROCK ROAD -,WICHITA,KS,67206,Sedgwick,Non-profit,04/15/1992,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
173032,REHABILITATION HOSPITAL OF OVERLAND PARK,5100 INDIAN CREEK PARKWAY -,OVERLAND PARK,KS,66207,Johnson,For profit,03/24/2015,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
173033,MEADOWBROOK REHABILITATION HOSPITAL,427 WEST MAIN STREET -,GARDNER,KS,66030,Johnson,For profit,07/01/2015,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
173034,"JOHNSON COUNTY REHABILITATION HOSPITAL, LLC",11325 COLLEGE BOULEVARD -,OVERLAND PARK,KS,66210,Johnson,For profit,08/27/2022,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
173035,CLEARSKY REHABILITATION HOSPITAL OF ELWOOD ST JOS,502 ROSEPORT ROAD -,ELWOOD,KS,66024,Doniphan,For profit,01/19/2023,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
17R384,NEWMAN REGIONAL HEALTH,1201 W. 12TH -,EMPORIA,KS,66801,Lyon,Government,08/01/2014,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
17T006,MERCY HOSPITAL - PITTSBURG,1102 E. CENTENNIAL -,PITTSBURG,KS,66762,Crawford,Non-profit,10/01/2003,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
17T012,SALINA REGIONAL HEALTH CENTER,400 S SANTA FE -,SALINA,KS,67402,Saline,Non-profit,06/01/2004,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
17T013,HAYS MEDICAL CENTER,2220 CANTERBURY DRIVE -,HAYS,KS,67601,Ellis,Non-profit,07/01/2023,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
17T016,UKHS-ST. FRANCIS CAMPUS,1700 SW 7TH ST -,TOPEKA,KS,66606,Shawnee,Non-profit,01/01/2004,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
17T020,HUTCHINSON HOSPITAL CORP,1701 E. 23RD AVE. -,HUTCHINSON,KS,67502,Reno,Non-profit,07/01/1987,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
17T023,ST. CATHERINE HOSPITAL,401 EAST SPRUCE ST. -,GARDEN CITY,KS,67846,Finney,Non-profit,07/01/2015,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
17T040,KANSAS UNIVERSITY REHAB,3901 RAINBOW BOULEVARD -,KANSAS CITY,KS,66160,Wyandotte,Government,07/01/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
17T103,NEWTON MEDICAL CENTER,600 MEDICAL CENTER DRIVE -,NEWTON,KS,67114,Harvey,Non-profit,07/01/2005,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
17T120,LABETTE COUNTY MEDICAL CENTER,1902 SOUTH U.S HWY 59 -,PARSONS,KS,67357,Labette,Government,01/01/2018,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
17T123,"WESLEY MEDICAL CENTER,LLC",550 N HILLSIDE ST -,WICHITA,KS,67214,Sedgwick,For profit,10/01/2024,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
17T137,LAWRENCE MEMORIAL HOSPITAL,325 MAINE STREET -,LAWRENCE,KS,66044,Douglas,Government,01/15/2017,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
17T142,VIA CHRISTI HOSP MANHATTAN,1823 COLLEGE AVE -,MANHATTAN,KS,66502,Riley,Non-profit,04/24/2012,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
17T182,MENORAH MEDICAL CENTER,5721 WEST 119TH STREET -,OVERLAND PARK,KS,66209,Johnson,For profit,01/01/1997,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
17T185,SAINT LUKES SOUTH HOSPITAL,12300 METCALF -,OVERLAND PARK,KS,66213,Johnson,Non-profit,12/21/2004,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
183026,CARDINAL HILL REHABILITATION HOSPITAL,2050 VERSAILLES ROAD -,LEXINGTON,KY,40504,Fayette,Non-profit,09/01/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
183027,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NORTHE,201 MEDICAL VILLAGE DRIVE -,EDGEWOOD,KY,41017,Kenton,For profit,09/14/1987,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
183028,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LAKEVI,134 HEARTLAND DRIVE -,ELIZABETHTOWN,KY,42701,Hardin,For profit,12/19/1987,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
183029,"SMR SOUTHERN KENTUCKY, LLC DBA SOUTHERN KENTUCKY R",1300 CAMPBELL LANE -,BOWLING GREEN,KY,42104,Warren,For profit,09/09/1992,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
183030,GATEWAY REHABILITATION HOSPITAL,5940 MERCHANTS STREET -,FLORENCE,KY,41042,Boone,Non-profit,01/11/2001,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
183032,"UOFLHEALTH,FRAZIERREHABILITATIONHOSPITAL-BROWNSBOR",5000 CHAMBERLAIN LANE -,LOUISVILLE,KY,40241,Jefferson,For profit,08/03/2023,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
183033,BAPTIST HEALTH REHABILITATION HOSPITAL,11800 BLUEGRASS PARKWAY -,LOUISVILLE,KY,40299,Jefferson,For profit,07/10/2024,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
18T009,KING'S DAUGHTER MEDICAL CENTER,KINGS DAUGHTERS MEDICAL CENTER 2201 LEXINGTON AVE,ASHLAND,KY,41101,Boyd,Non-profit,10/01/1986,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
18T018,SCR INPATIENT REHAB UNIT,222 MEDICAL CIRCLE -,MOREHEAD,KY,40351,Rowan,Government,06/26/2000,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
18T027,MURRAY CALLOWAY COUNTY HOSPITAL,803 POPLAR STREET -,MURRAY,KY,42071,Calloway,Non-profit,10/01/2007,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
18T029,HAZARD ARH REGIONAL MEDICAL CENTER,100 MEDICAL CENTER DRIVE -,HAZARD,KY,41701,Perry,Non-profit,07/01/1999,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
18T038,OWENSBORO HEALTH REGIONAL HOSPITAL,REGIONAL REHAB CENTER 1201 PLEASANT VALLEY RD,OWENSBORO,KY,42303,Daviess,Non-profit,11/30/1990,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
18T040,FRAZIER REHAB INSTITUTE,220 ABRAHAM FLEXNER WAY -,LOUISVILLE,KY,40202,Jefferson,Non-profit,09/11/2017,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
18T044,PIKEVILLE MEDICAL CENTER,911 BYPASS RD -,PIKEVILLE,KY,41501,Pike,Non-profit,10/01/2003,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
18T056,METHODIST HOSPITAL,1305 N. ELM ST -,HENDERSON,KY,42420,Henderson,Non-profit,07/01/2000,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
18T080,BAPTIST HEALTH - CORBIN,1 TRILLIUM WAY -,CORBIN,KY,40701,Whitley,Non-profit,09/01/1992,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
18T093,BAPTIST HEALTH DEACONESS MADISONVILLE,900 HOSPITAL DRIVE 900 HOSPITAL DR,MADISONVILLE,KY,42431,Hopkins,Non-profit,01/01/1998,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
18T102,LOURDES REHABILITATION CENTER,1530 LONE OAK ROAD -,PADUCAH,KY,42003,McCracken,Non-profit,10/01/1985,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
