ccn,cahps_facility_star,cahps_nephrologist_comm_star,cahps_center_care_star,cahps_information_star,cahps_nephrologist_star,cahps_staff_star,source,source_date
142719,3.0,3.0,3.0,1.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142721,3.0,4.0,4.0,4.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142723,3.0,3.0,3.0,3.0,3.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142726,4.0,3.0,5.0,3.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142727,3.0,3.0,3.0,2.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142731,3.0,3.0,3.0,3.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142735,2.0,3.0,3.0,1.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142741,4.0,3.0,4.0,4.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142746,4.0,4.0,4.0,4.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142749,3.0,1.0,4.0,2.0,3.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142754,4.0,3.0,4.0,3.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142755,5.0,1.0,5.0,3.0,1.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142764,4.0,3.0,5.0,4.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142765,4.0,4.0,5.0,3.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142768,3.0,2.0,2.0,1.0,2.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142774,4.0,3.0,3.0,1.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142777,4.0,3.0,2.0,1.0,3.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142812,4.0,3.0,4.0,4.0,3.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142815,4.0,4.0,3.0,3.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142817,3.0,1.0,2.0,3.0,2.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142818,2.0,2.0,2.0,3.0,2.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142821,2.0,2.0,2.0,2.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142823,3.0,2.0,3.0,2.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142826,4.0,3.0,3.0,2.0,3.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142829,1.0,2.0,2.0,1.0,2.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142830,4.0,4.0,3.0,3.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142834,3.0,3.0,3.0,3.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142837,4.0,3.0,4.0,5.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142843,4.0,4.0,4.0,2.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142848,2.0,3.0,2.0,1.0,4.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142856,4.0,3.0,5.0,4.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
142860,4.0,3.0,4.0,3.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152500,1.0,2.0,1.0,1.0,1.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152501,2.0,3.0,4.0,3.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152502,1.0,2.0,1.0,2.0,1.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152504,5.0,5.0,5.0,3.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152509,2.0,3.0,3.0,4.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152510,3.0,3.0,3.0,3.0,4.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152512,4.0,2.0,4.0,3.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152516,2.0,2.0,2.0,4.0,2.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152520,3.0,3.0,3.0,3.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152523,4.0,2.0,4.0,4.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152525,1.0,2.0,2.0,3.0,2.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152537,4.0,3.0,4.0,4.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152541,2.0,3.0,2.0,3.0,3.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152554,5.0,3.0,5.0,5.0,4.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152562,2.0,2.0,2.0,2.0,3.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152566,5.0,5.0,5.0,5.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152569,3.0,3.0,3.0,2.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152572,2.0,1.0,1.0,2.0,2.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152586,2.0,2.0,2.0,4.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152592,4.0,4.0,4.0,4.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152594,5.0,5.0,5.0,5.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152595,5.0,2.0,4.0,5.0,3.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152598,1.0,4.0,1.0,3.0,5.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152601,2.0,3.0,2.0,4.0,5.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152607,2.0,3.0,1.0,2.0,4.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152616,4.0,3.0,3.0,3.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152635,2.0,3.0,2.0,4.0,4.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152647,3.0,2.0,2.0,2.0,3.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152648,2.0,2.0,2.0,2.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152653,3.0,2.0,2.0,2.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152664,3.0,3.0,2.0,4.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152669,4.0,3.0,4.0,5.0,3.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152672,4.0,3.0,4.0,5.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152673,4.0,4.0,5.0,5.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152682,4.0,3.0,3.0,1.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152688,2.0,2.0,4.0,3.0,1.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152691,3.0,5.0,4.0,4.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152697,4.0,3.0,3.0,3.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
152705,4.0,5.0,5.0,3.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
162313,4.0,4.0,5.0,5.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
162500,4.0,3.0,4.0,5.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
162512,3.0,4.0,3.0,1.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
162515,2.0,3.0,2.0,1.0,4.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
162516,3.0,2.0,3.0,3.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
162525,1.0,1.0,1.0,1.0,2.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
162532,3.0,2.0,2.0,2.0,2.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
162539,2.0,3.0,1.0,4.0,4.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
162548,4.0,3.0,3.0,3.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
162559,3.0,3.0,3.0,5.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
162571,2.0,2.0,3.0,4.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
172501,5.0,5.0,5.0,5.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
172502,4.0,2.0,3.0,3.0,3.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
172503,2.0,3.0,2.0,2.0,4.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
172504,4.0,4.0,4.0,5.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
172506,2.0,2.0,4.0,2.0,2.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
172508,3.0,3.0,3.0,4.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
172517,4.0,4.0,4.0,4.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
172519,4.0,4.0,4.0,4.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
172536,4.0,4.0,4.0,5.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
172540,5.0,3.0,4.0,5.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
172541,3.0,3.0,3.0,4.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
172545,4.0,2.0,3.0,4.0,2.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
172546,4.0,3.0,3.0,4.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
172547,2.0,3.0,3.0,4.0,3.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
172548,5.0,5.0,5.0,5.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
172551,4.0,2.0,4.0,4.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
172570,5.0,3.0,5.0,4.0,4.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
182503,1.0,1.0,2.0,4.0,1.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
182505,4.0,5.0,3.0,2.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
182521,3.0,5.0,4.0,4.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
182523,2.0,3.0,1.0,3.0,5.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
182527,2.0,3.0,1.0,1.0,4.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
182532,4.0,3.0,4.0,2.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
182540,4.0,4.0,3.0,4.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
182543,3.0,3.0,3.0,4.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
182547,2.0,3.0,3.0,4.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
182555,5.0,2.0,5.0,4.0,1.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
182582,2.0,2.0,2.0,3.0,2.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
182590,2.0,1.0,2.0,1.0,2.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
182644,4.0,5.0,3.0,5.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
182645,5.0,5.0,5.0,5.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192501,2.0,4.0,3.0,3.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192504,4.0,4.0,4.0,4.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192507,1.0,2.0,2.0,3.0,3.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192512,1.0,2.0,1.0,1.0,3.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192521,3.0,3.0,3.0,5.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192522,2.0,3.0,2.0,2.0,4.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192524,3.0,5.0,3.0,1.0,5.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192525,3.0,2.0,4.0,1.0,4.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192530,5.0,4.0,4.0,4.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192539,4.0,3.0,4.0,2.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192541,1.0,2.0,1.0,1.0,2.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192556,3.0,4.0,4.0,4.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192557,5.0,4.0,5.0,5.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192558,1.0,3.0,1.0,2.0,3.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192562,1.0,4.0,2.0,3.0,4.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192563,3.0,3.0,3.0,1.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192574,4.0,4.0,4.0,3.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192588,4.0,3.0,4.0,4.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192605,4.0,3.0,4.0,4.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192632,1.0,2.0,1.0,1.0,3.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192643,4.0,5.0,4.0,4.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192658,2.0,5.0,3.0,4.0,5.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192671,1.0,2.0,1.0,1.0,2.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192690,3.0,2.0,3.0,4.0,3.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192698,4.0,4.0,2.0,3.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192704,1.0,2.0,2.0,2.0,2.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192712,4.0,3.0,5.0,4.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192722,5.0,5.0,5.0,5.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192731,4.0,4.0,2.0,2.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192738,2.0,2.0,2.0,2.0,3.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192748,2.0,2.0,2.0,2.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192753,4.0,3.0,3.0,4.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
192759,4.0,2.0,3.0,3.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
202500,5.0,5.0,5.0,3.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
202501,5.0,3.0,5.0,5.0,3.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
202503,5.0,4.0,4.0,4.0,4.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
202505,5.0,5.0,5.0,4.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
202512,2.0,3.0,3.0,3.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212302,5.0,3.0,5.0,4.0,4.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212503,1.0,2.0,2.0,2.0,3.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212510,2.0,2.0,3.0,2.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212511,2.0,2.0,3.0,3.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212512,4.0,4.0,3.0,2.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212516,2.0,2.0,1.0,2.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212522,1.0,2.0,1.0,1.0,2.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212528,1.0,2.0,1.0,1.0,4.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212530,1.0,3.0,1.0,1.0,3.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212531,2.0,3.0,2.0,3.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212534,1.0,3.0,2.0,1.0,4.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212536,1.0,3.0,1.0,1.0,2.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212537,2.0,3.0,1.0,2.0,4.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212542,1.0,2.0,1.0,1.0,2.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212544,5.0,3.0,5.0,4.0,3.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212546,2.0,2.0,2.0,3.0,1.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212551,2.0,4.0,2.0,2.0,4.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212552,2.0,3.0,2.0,2.0,4.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212556,1.0,1.0,1.0,3.0,1.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212560,4.0,3.0,3.0,4.0,3.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212564,4.0,4.0,4.0,2.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212574,2.0,4.0,3.0,3.0,3.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212576,3.0,4.0,4.0,3.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212583,5.0,4.0,4.0,4.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212590,3.0,2.0,2.0,2.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212593,4.0,3.0,3.0,3.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212594,5.0,3.0,5.0,3.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212598,4.0,4.0,4.0,2.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212603,4.0,3.0,4.0,3.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212605,1.0,2.0,1.0,3.0,1.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212611,3.0,3.0,2.0,1.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212613,3.0,3.0,3.0,4.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212614,2.0,4.0,2.0,1.0,5.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212615,2.0,1.0,1.0,2.0,2.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212621,2.0,3.0,2.0,2.0,5.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212626,4.0,4.0,3.0,4.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212628,2.0,2.0,3.0,2.0,2.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212631,1.0,1.0,1.0,1.0,1.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212632,3.0,2.0,3.0,4.0,2.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212634,1.0,1.0,1.0,1.0,1.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212636,2.0,2.0,3.0,3.0,1.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212638,4.0,3.0,4.0,3.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212639,2.0,4.0,2.0,3.0,4.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212650,2.0,5.0,3.0,4.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212654,4.0,5.0,4.0,3.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212655,1.0,2.0,1.0,1.0,2.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212662,2.0,3.0,3.0,3.0,4.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212664,1.0,1.0,1.0,2.0,1.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212666,3.0,5.0,3.0,4.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212668,2.0,2.0,2.0,4.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212669,1.0,1.0,1.0,2.0,1.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212670,3.0,5.0,4.0,2.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212672,2.0,4.0,2.0,2.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212675,2.0,3.0,2.0,2.0,3.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212691,4.0,2.0,4.0,3.0,2.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212692,2.0,3.0,3.0,4.0,4.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212705,1.0,1.0,2.0,4.0,1.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212707,2.0,5.0,3.0,3.0,4.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212708,2.0,1.0,2.0,1.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212711,2.0,1.0,2.0,1.0,1.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212713,2.0,2.0,2.0,1.0,2.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212715,5.0,5.0,4.0,3.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212721,1.0,2.0,1.0,1.0,3.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212722,2.0,3.0,1.0,1.0,4.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
212749,5.0,3.0,4.0,3.0,3.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
222501,3.0,4.0,4.0,4.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
222503,2.0,3.0,2.0,3.0,4.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
222505,5.0,5.0,5.0,5.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
222507,2.0,2.0,1.0,2.0,3.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
222511,5.0,3.0,4.0,2.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
222515,4.0,4.0,4.0,4.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
222516,3.0,4.0,4.0,4.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
222517,4.0,3.0,4.0,2.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
