ccn,composite_process,care_index_overall,visits_last_days,pain_screening,treatment_preferences,beliefs_values,source,source_date
111576,85.7,7,39.5,96.2,100,97.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111577,99.3,10,87.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111578,99.3,9,70.8,99.7,99.7,99.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111579,94.5,10,63.7,99.6,100,99.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111580,93.1,9,71.4,100,100,93.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111587,74.5,10,64.3,90.2,99.8,91.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111596,69.4,10,55.9,95.3,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111599,99.6,10,65,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111601,96.1,8,86.5,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111603,96.5,10,70.7,99.5,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111608,99.7,10,84.1,99.7,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111610,98.8,10,56,100,100,99.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111612,96.7,10,75.7,98.5,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111614,82,9,71.8,98,99.1,98.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111615,97.6,10,68.3,98.8,100,99.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111618,86.6,9,75.9,95.3,99.8,98.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111621,83.9,8,29.8,90.2,98,97.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111626,85.8,10,74.4,97.9,99.3,94.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111627,100,9,80.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111631,95.5,8,81.4,96.4,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111632,100,7,78.8,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111633,,6,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111634,90.6,10,81.3,98.1,98.1,98.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111635,77.3,10,54.6,79.3,99.7,97.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111637,99.2,10,65.2,99.8,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111638,100,10,77.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111640,93.5,8,60.7,98,100,98.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111641,78.3,8,58.5,96.7,100,96.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111643,99.6,10,85.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111644,97.5,9,62.7,98.7,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111645,95.5,8,67.8,98.3,100,99.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111648,100,10,54,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111649,99.3,9,42.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111650,97.4,8,71.9,97.4,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111651,99.3,9,67.5,99.8,100,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111652,100,8,82,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111654,100,9,29.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111658,90.1,9,61.2,97.5,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111663,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111665,99.1,10,70.6,100,99.5,99.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111668,98.3,9,48.7,99.4,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111671,99.5,8,52.4,100,100,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111672,100,10,75.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111673,100,10,69.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111675,98.9,10,67,98.9,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111676,92,9,39.5,97.9,100,96.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111677,96.5,10,60.5,100,100,98.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111680,95.5,10,59.5,95.8,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111682,99,9,68.2,100,100,99.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111684,99.8,9,77.2,99.8,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111685,99.6,9,76.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111686,100,9,83,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111687,97.7,10,80.2,100,100,98.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111690,98.8,6,22,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111691,82.5,10,68.7,97.7,100,90.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111692,76.1,9,52.7,82.7,99.5,93.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111693,99.7,9,58,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111695,100,9,69.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111697,97.8,10,67,99.6,100,99,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111698,99.1,10,66.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111700,100,9,76.5,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111702,100,10,87.8,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111704,97.2,10,55,99.1,99.5,98.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111705,100,10,75.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111707,81.8,6,11.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111708,100,9,71.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111711,100,10,62.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111716,100,9,48.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111717,79.6,10,51.1,96,99.6,90.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111718,100,9,84.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111719,99.3,8,40.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111720,98.5,9,17,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111722,87.1,9,61.7,100,96.8,93.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111723,100,9,55.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111726,96.5,10,73,97.7,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111728,98.1,9,69,98.1,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111731,1.3,6,42.9,53.9,5.3,61.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111732,100,10,62.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111733,97.4,10,44.1,99.5,100,99,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111734,89.4,9,23.8,97.7,99.4,95.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111735,100,9,69.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111736,100,8,86.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111738,100,10,75.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111740,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111741,100,9,69.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111743,100,7,37.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111745,100,9,71.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111746,95.2,10,64.9,100,100,98.2,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111748,97.4,10,44.6,100,100,99.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111750,97.6,8,63.4,100,100,99.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111753,78.9,7,14.3,82.6,97.2,98.2,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111754,82.2,8,50,93.3,100,91.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111757,20.6,9,42.9,54.6,74.2,32,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111759,96.2,9,64.5,100,100,96.2,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111760,100,10,70.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111762,79.1,10,38.4,93.5,100,94.2,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111763,97.9,9,47.7,100,99.6,99.2,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111764,76.9,9,59.1,94.7,99.8,89.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111765,98.5,10,73.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111766,95.8,9,35,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111768,93.8,7,57.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111769,98,10,88,98.7,99.3,99.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111770,,5,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111771,90.9,8,39.2,100,97.7,94.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111772,47.6,5,50,76.2,90.5,66.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111773,99.9,10,72.8,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111774,96.7,9,69.8,98.4,100,99.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111776,97.7,8,78.9,99.6,99.8,98.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111777,100,8,63.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111780,82.5,9,39.2,95.2,99.9,98,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111781,98.4,8,60,98.4,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111782,99.7,9,78.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111783,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111786,7.7,9,41.1,83.7,100,9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111788,,6,44,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111790,,6,43.3,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111793,,5,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111795,,8,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111796,74.9,9,61.7,79.7,100,99.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
111799,99.1,10,57.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
121500,95.4,10,35.4,99.1,99.5,98.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
121501,98.6,10,70.8,99.4,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
121503,99.6,10,60.8,100,100,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
121504,99.1,10,54.6,99.8,99.8,99.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
121505,63.2,8,69.4,98.9,97.8,86.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
121506,93.8,10,50.7,99.1,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
121507,87.1,9,65.8,96.6,99.2,99.2,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
121508,100,10,60.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
121509,96.5,10,43.8,98.4,99.4,99.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
121511,96.5,9,34.9,99.8,99.1,99.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
121512,98.2,,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131501,100,10,84,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131503,99.1,10,71.7,99.5,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131504,99.1,10,51,99.8,99.9,99.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131507,100,10,78.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131510,100,9,41.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131514,61,8,26.2,93.5,100,96.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131516,100,9,49.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131519,,10,65.4,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131520,99.6,10,45.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131524,99.1,10,79.6,100,100,99.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131528,99.3,10,69.8,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131534,100,8,40,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131538,86.4,10,60.5,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131540,100,9,64.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131541,99,10,83.8,99.8,100,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131542,96.5,8,80.4,98.8,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131544,100,9,44.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131545,98.8,10,75.3,99.8,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131547,91.5,8,51.2,98.9,100,96.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131550,99.7,10,72.7,100,100,99.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131552,99.7,9,67.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131553,100,7,64.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131555,95.5,9,76,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131557,98.1,10,54.8,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131558,98.5,9,75.4,100,100,99,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131559,98.3,10,68.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131563,97.6,10,59,98.6,100,99.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131564,100,10,70.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131565,90.1,9,85.5,97.2,100,98.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131566,91.2,9,59.8,95.6,100,96.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131568,73,10,69.3,94.9,100,99.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131570,96.7,9,67.8,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131571,95.7,8,59.8,99.7,100,98.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131573,73.3,9,50.7,98.7,98.7,92,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131574,85.8,10,41.4,99.5,98.6,97.2,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131575,94.6,9,66,98.9,98.9,97.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131576,95.8,9,61.9,98.9,100,98.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131577,94.5,9,80.4,99.2,100,96.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131578,93.6,10,75,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131579,97.8,9,61.5,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131580,97.8,10,52.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131581,96.9,9,72.9,100,100,99,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131582,90,9,57.2,95,100,98,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131583,99.6,10,60.7,100,100,99.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131584,90.2,9,45.6,100,100,90.2,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131585,95.5,10,53.9,99.4,100,97.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131587,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131588,96.1,10,,98.3,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131589,82.4,8,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131590,90.8,8,,98.5,100,98.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
131591,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
